0	1023	16	0	0	0	0
1	1023	16	0	0	0	0
2	1023	16	0	0	0	0
3	1023	16	0	0	0	0
4	1022	16	0	0	0	0
5	1023	15	0	0	0	0
6	1023	15	0	0	0	0
7	1023	15	0	0	0	0
8	1023	15	0	0	0	0
9	1023	15	0	0	0	0
10	1023	15	0	0	0	0
11	1023	15	0	0	0	0
12	1023	15	0	0	0	0
13	1023	15	0	0	0	0
14	1023	15	0	0	0	0
15	1023	15	0	0	0	0
0	1023	15	0	0	0	0
1	1023	15	0	0	0	0
2	1023	15	0	0	0	0
3	1023	15	0	0	0	0
4	1023	15	0	0	0	0
5	1023	15	0	0	0	0
6	1023	15	0	0	0	0
7	1023	15	0	0	0	0
8	1023	15	0	0	0	0
9	1023	15	0	0	0	0
10	1023	15	0	0	0	0
11	1022	15	0	0	0	0
12	1023	15	0	0	0	0
13	1023	15	0	0	0	0
14	1022	15	0	0	0	0
15	1023	15	0	0	0	0
0	1022	15	0	0	0	0
1	1022	15	0	0	0	0
2	1023	15	0	0	0	0
3	1022	15	0	0	0	0
4	1023	15	0	0	0	0
5	1022	15	0	0	0	0
6	1023	15	0	0	0	0
7	1023	15	0	0	0	0
8	1023	15	0	0	0	0
9	1022	15	0	0	0	0
10	1022	15	0	0	0	0
11	1022	15	0	0	0	0
12	1022	15	0	0	0	0
13	1022	15	0	0	0	0
14	1022	15	0	0	0	0
15	1022	15	0	0	0	0
0	1022	15	0	0	0	0
1	1022	15	0	0	0	0
2	1023	15	0	0	0	0
3	1022	15	0	0	0	0
4	1022	15	0	0	0	0
5	1022	15	0	0	0	0
6	1022	15	0	0	0	0
7	1022	15	0	0	0	0
8	1022	15	0	0	0	0
9	1022	15	0	0	0	0
10	1022	15	0	0	0	0
11	1022	15	0	0	0	0
12	1022	15	0	0	0	0
13	1022	15	0	0	0	0
14	1022	15	0	0	0	0
15	1022	15	0	0	0	0
0	1022	15	0	0	0	0
1	1022	15	0	0	0	0
2	1022	15	0	0	0	0
3	1022	15	0	0	0	0
4	1022	15	0	0	0	0
5	1022	15	0	0	0	0
6	1022	15	0	0	0	0
7	1022	14	0	0	0	0
8	1022	14	0	0	0	0
9	1022	9	0	0	0	0
10	1022	3	0	0	0	0
11	1022	3	0	0	0	0
12	1022	2	0	0	0	0
13	1022	12	0	0	0	0
14	1022	12	0	0	0	0
15	1022	13	0	0	0	0
0	1022	14	0	0	0	0
1	1022	14	0	0	0	0
2	1022	14	0	0	0	0
3	1022	14	0	0	0	0
4	1022	14	0	0	0	0
5	1022	13	0	0	0	0
6	1022	13	0	0	0	0
7	1022	12	0	0	0	0
8	1022	4	0	0	0	0
9	1022	3	0	0	0	0
10	1022	3	0	0	0	0
11	1022	2	0	0	0	0
12	1022	2	0	0	0	0
13	1022	2	0	0	0	0
14	1022	2	0	0	0	0
15	1022	2	0	0	0	0
0	1022	2	0	0	0	0
1	1022	2	0	0	0	0
2	1022	2	0	0	0	0
3	1022	2	0	0	0	0
4	1022	2	0	0	0	0
5	1022	3	0	0	0	0
6	1022	2	0	0	0	0
7	1022	3	0	0	0	0
8	1022	3	0	0	0	0
9	1022	3	0	0	0	0
10	1022	2	0	0	0	0
11	1022	3	0	0	0	0
12	1022	3	0	0	0	0
13	1022	3	0	0	0	0
14	1022	3	0	0	0	0
15	1022	3	0	0	0	0
0	1022	3	0	0	0	0
1	1022	3	0	0	0	0
2	1023	3	0	0	0	0
3	1022	2	0	0	0	0
4	1022	3	0	0	0	0
5	1022	2	0	0	0	0
6	1022	3	0	0	0	0
7	1022	3	0	0	0	0
8	1022	3	0	0	0	0
9	1022	3	0	0	0	0
10	1022	3	0	0	0	0
11	1022	3	0	0	0	0
12	1022	3	0	0	0	0
13	1022	3	0	0	0	0
14	1022	3	0	0	0	0
15	1023	3	0	0	0	0
0	1022	4	0	0	0	0
1	1022	4	0	0	0	0
2	1022	4	0	0	0	0
3	1022	4	0	0	0	0
4	1022	7	0	0	0	0
5	1022	9	0	0	0	0
6	1022	8	0	0	0	0
7	1022	7	0	0	0	0
8	1022	9	0	0	0	0
9	1022	8	0	0	0	0
10	1022	8	0	0	0	0
11	1022	8	0	0	0	0
12	1022	7	0	0	0	0
13	1022	7	0	0	0	0
14	1023	7	0	0	0	0
15	1022	9	0	0	0	0
0	1022	11	0	0	0	0
1	1022	13	0	0	0	0
2	1022	13	0	0	0	0
3	1022	13	0	0	0	0
4	1022	13	0	0	0	0
5	1022	13	0	0	0	0
6	1022	12	0	0	0	0
7	1022	12	0	0	0	0
8	1022	11	0	0	0	0
